area_sqft,bedrooms,bathrooms,age_years,floor,total_floors,parking,city_tier,property_type,furnishing,price_inr
1060.0,2,2,6,14,19,1,tier1,apartment,unfurnished,6466932.0
1690.0,4,4,22,1,3,0,tier3,apartment,semi,4407879.0
1251.0,4,4,12,16,26,1,tier2,apartment,semi,4895816.0
837.0,4,4,28,6,14,0,metro,apartment,fully,6571941.0
409.0,5,5,16,13,23,0,metro,apartment,fully,4024006.0
737.0,2,2,15,6,14,2,tier2,independent_house,unfurnished,4050725.0
2551.0,4,4,19,8,16,2,metro,villa,fully,25000000.0
1022.0,3,4,39,14,28,1,tier1,studio,fully,3442177.0
1198.0,5,5,10,19,20,2,tier3,independent_house,fully,5882972.0
883.0,2,1,9,18,20,3,metro,villa,semi,13284949.0
3369.0,1,1,2,15,29,3,metro,apartment,unfurnished,25000000.0
3006.0,2,3,30,11,24,2,tier3,villa,unfurnished,10520183.0
4345.0,4,4,27,11,17,0,tier2,apartment,fully,15159862.0
857.0,5,5,24,20,28,2,metro,apartment,semi,7648649.0
1255.0,5,4,0,4,11,0,tier3,apartment,fully,4448420.0
2268.0,1,1,32,20,30,0,tier3,apartment,semi,5414005.0
3061.0,3,4,33,13,20,1,tier1,apartment,unfurnished,14507292.0
933.0,1,2,38,12,23,1,tier2,independent_house,unfurnished,3607486.0
1268.0,2,2,38,12,18,0,tier1,independent_house,fully,8516024.0
2128.0,5,5,10,17,23,0,metro,independent_house,unfurnished,23288707.0
473.0,5,5,29,14,24,3,tier2,villa,semi,3002288.0
2020.0,1,2,16,1,7,2,tier1,villa,fully,19742542.0
3510.0,1,1,24,16,17,2,tier2,apartment,unfurnished,11166909.0
2559.0,4,3,13,15,18,0,tier2,independent_house,unfurnished,13590286.0
2179.0,3,2,26,19,30,3,metro,villa,semi,25000000.0
2400.0,3,3,39,19,25,1,tier2,apartment,fully,9150353.0
4281.0,5,5,26,19,21,2,metro,apartment,semi,25000000.0
2533.0,5,5,37,0,14,1,tier3,studio,unfurnished,4682807.0
2590.0,5,5,38,13,27,0,tier1,villa,unfurnished,18003369.0
4216.0,4,5,4,19,26,1,tier2,villa,unfurnished,25000000.0
1045.0,5,5,39,20,29,0,tier2,villa,unfurnished,5126209.0
793.0,4,5,33,11,22,3,tier1,apartment,unfurnished,4768703.0
2244.0,5,5,17,19,20,1,tier2,villa,fully,19719912.0
1706.0,3,3,24,18,23,3,tier2,apartment,unfurnished,5578210.0
1231.0,1,2,25,0,8,3,tier2,apartment,fully,5422424.0
889.0,5,5,32,18,26,0,tier2,independent_house,fully,4643033.0
3999.0,5,5,32,13,18,1,tier3,apartment,semi,9744771.0
2918.0,2,2,4,12,13,0,tier1,independent_house,semi,25000000.0
3232.0,3,4,0,3,17,0,tier1,apartment,unfurnished,18534078.0
884.0,3,2,10,19,28,3,metro,independent_house,semi,11610854.0
1799.0,4,3,21,6,17,2,tier2,villa,unfurnished,10499008.0
2945.0,4,4,34,8,15,1,tier1,independent_house,unfurnished,19532043.0
2564.0,2,1,26,6,14,0,tier1,villa,semi,23360603.0
3249.0,5,5,5,20,27,2,metro,studio,unfurnished,23654668.0
3144.0,5,5,29,10,17,2,tier3,villa,unfurnished,12267828.0
2094.0,5,5,19,2,12,0,tier1,independent_house,semi,18051724.0
3609.0,3,2,15,0,14,0,tier2,independent_house,semi,17397877.0
1464.0,1,1,31,20,30,1,metro,apartment,unfurnished,8483644.0
728.0,5,5,12,4,14,2,tier3,apartment,unfurnished,2077663.0
4144.0,1,2,25,16,17,3,metro,apartment,unfurnished,25000000.0
492.0,1,2,7,0,8,1,metro,apartment,semi,4193997.0
1563.0,2,2,15,18,30,0,tier3,apartment,semi,4300277.0
869.0,1,1,22,13,19,3,tier3,apartment,unfurnished,2081877.0
1350.0,4,3,25,4,12,1,metro,villa,semi,16110241.0
2019.0,3,3,37,18,23,2,tier1,apartment,fully,12094078.0
931.0,2,1,11,6,9,0,tier2,independent_house,semi,4867108.0
2313.0,1,2,36,20,30,0,tier3,apartment,semi,4913983.0
4202.0,2,2,33,12,17,0,tier1,independent_house,semi,25000000.0
959.0,4,5,14,9,18,3,tier1,apartment,fully,7206749.0
4198.0,4,3,5,1,10,0,tier2,villa,fully,25000000.0
2085.0,2,2,10,5,17,3,tier2,apartment,unfurnished,9439548.0
2829.0,1,2,26,1,15,3,tier2,independent_house,unfurnished,14678081.0
2210.0,3,2,32,17,25,2,tier2,apartment,unfurnished,8123171.0
1698.0,4,5,25,2,3,3,metro,studio,fully,11567392.0
847.0,1,1,29,2,11,3,tier3,apartment,unfurnished,1829439.0
2832.0,4,4,4,2,15,2,tier3,villa,fully,19541577.0
4158.0,1,1,20,20,27,3,tier2,apartment,unfurnished,14054636.0
2535.0,2,3,35,20,28,2,metro,villa,semi,25000000.0
2856.0,4,5,15,15,26,0,metro,villa,unfurnished,25000000.0
3039.0,1,1,36,1,8,0,tier2,apartment,semi,9323555.0
1992.0,2,2,5,10,16,1,metro,apartment,semi,17978494.0
894.0,1,2,40,19,26,1,tier3,apartment,semi,1733975.0
2478.0,2,1,32,2,14,1,tier1,apartment,semi,12756790.0
3962.0,4,4,25,16,23,0,tier2,studio,semi,11773616.0
1688.0,2,3,25,0,5,2,tier3,apartment,semi,5108707.0
3973.0,1,1,38,16,25,1,tier1,apartment,fully,20596109.0
3902.0,2,2,15,11,21,3,tier1,studio,fully,20217885.0
1403.0,1,1,6,18,30,3,tier2,apartment,semi,6595086.0
2757.0,4,3,37,8,21,2,tier2,apartment,semi,11400244.0
3464.0,5,4,4,16,27,3,tier1,independent_house,fully,25000000.0
2429.0,1,1,27,17,28,1,tier2,studio,semi,6277627.0
3267.0,4,3,10,6,13,3,tier3,independent_house,fully,12851595.0
4134.0,2,3,38,13,18,3,tier1,villa,fully,25000000.0
2971.0,1,1,39,9,17,0,metro,studio,unfurnished,13128633.0
3835.0,4,5,19,9,19,2,tier1,apartment,unfurnished,20496129.0
3683.0,2,2,21,16,24,1,tier1,studio,semi,17142072.0
3732.0,3,2,18,4,7,1,metro,independent_house,semi,25000000.0
3894.0,3,3,17,2,3,1,metro,studio,semi,23578020.0
1324.0,3,4,38,10,11,3,tier2,apartment,fully,5035771.0
475.0,1,1,11,17,23,3,tier1,apartment,semi,3330391.0
1027.0,2,1,39,3,15,1,tier3,independent_house,unfurnished,2540180.0
1423.0,4,3,26,7,19,1,metro,villa,semi,18360896.0
3229.0,5,5,39,14,26,2,metro,villa,unfurnished,25000000.0
2490.0,1,2,25,10,20,2,tier2,studio,semi,7170018.0
2321.0,3,3,33,12,13,1,tier3,villa,fully,9771631.0
437.0,5,4,20,11,24,1,tier1,apartment,unfurnished,2680740.0
3203.0,2,1,18,17,30,3,metro,apartment,fully,25000000.0
1893.0,3,3,10,18,30,1,metro,apartment,fully,20221712.0
3518.0,5,5,8,9,16,1,tier1,apartment,unfurnished,22464873.0
862.0,5,4,1,9,13,1,tier1,apartment,fully,6637006.0
1610.0,4,5,15,5,18,1,tier1,independent_house,fully,16214124.0
624.0,4,3,40,9,12,2,metro,independent_house,semi,5570021.0
1567.0,4,3,38,17,29,2,tier1,villa,unfurnished,12255819.0
4185.0,2,2,28,10,24,0,tier3,apartment,unfurnished,8494003.0
2412.0,5,5,14,14,27,3,tier2,independent_house,semi,18922797.0
2202.0,1,1,21,8,16,1,tier1,independent_house,unfurnished,17480078.0
1521.0,1,2,31,14,26,0,metro,independent_house,unfurnished,12274081.0
1485.0,4,3,0,14,26,2,tier1,villa,fully,19489341.0
3135.0,5,5,37,11,25,0,tier1,independent_house,semi,21514062.0
4439.0,5,4,35,19,25,3,tier2,villa,semi,25000000.0
3461.0,4,3,39,18,27,3,tier3,villa,fully,14375724.0
3421.0,2,2,3,3,15,2,tier3,independent_house,unfurnished,13220688.0
2335.0,2,1,38,4,8,3,tier3,apartment,unfurnished,4319297.0
804.0,3,2,25,20,24,1,tier3,apartment,semi,2103145.0
3367.0,2,1,22,8,14,1,tier3,apartment,semi,8538545.0
3715.0,3,4,7,6,12,2,metro,villa,unfurnished,25000000.0
2492.0,1,1,20,16,27,1,metro,villa,fully,25000000.0
775.0,2,2,14,12,26,3,tier1,independent_house,unfurnished,5915453.0
3322.0,5,5,40,2,5,1,tier2,apartment,semi,12440092.0
4176.0,4,4,13,1,6,1,metro,apartment,semi,25000000.0
1322.0,1,2,8,16,30,2,tier2,independent_house,semi,8524664.0
1053.0,2,2,38,16,25,0,tier2,apartment,unfurnished,3172565.0
3429.0,2,1,7,7,10,2,tier1,studio,unfurnished,15233608.0
1760.0,2,1,37,18,27,3,metro,apartment,fully,13572887.0
3332.0,4,3,39,2,15,3,tier1,villa,fully,24995911.0
3283.0,5,4,12,18,24,0,metro,villa,semi,25000000.0
1493.0,4,3,28,1,8,0,tier3,independent_house,unfurnished,4765888.0
573.0,3,3,32,13,22,0,tier2,apartment,semi,2335657.0
2679.0,1,2,21,17,29,3,tier2,studio,unfurnished,6798346.0
2071.0,1,1,28,13,21,1,tier1,villa,unfurnished,13968420.0
3906.0,5,4,5,16,30,0,tier1,villa,unfurnished,25000000.0
1867.0,4,5,21,7,18,2,tier1,villa,unfurnished,17513012.0
1423.0,3,2,21,6,12,3,tier2,apartment,unfurnished,5723482.0
3926.0,3,4,23,5,12,0,tier2,villa,unfurnished,22463591.0
3417.0,5,5,38,2,12,0,metro,apartment,fully,24036148.0
2935.0,5,5,33,5,6,0,tier3,apartment,semi,6340917.0
4311.0,1,1,24,5,9,0,metro,villa,semi,25000000.0
3610.0,2,2,16,15,19,0,tier3,villa,unfurnished,12547310.0
3951.0,1,1,16,4,16,0,metro,apartment,fully,25000000.0
3675.0,2,2,0,3,15,2,tier1,apartment,unfurnished,22716936.0
2046.0,4,5,22,15,27,0,tier2,apartment,unfurnished,7799979.0
655.0,2,3,10,11,13,2,metro,apartment,semi,6658796.0
2889.0,1,1,36,4,9,1,tier1,villa,semi,22866025.0
3536.0,3,2,31,14,19,2,tier1,apartment,fully,22536478.0
4466.0,3,2,37,4,5,2,metro,independent_house,semi,25000000.0
3194.0,4,5,40,16,20,2,tier2,apartment,unfurnished,10598929.0
2730.0,1,1,16,0,7,3,tier3,apartment,unfurnished,8163725.0
2760.0,2,3,17,12,25,0,tier3,independent_house,semi,8630295.0
871.0,4,4,24,12,15,2,tier1,apartment,unfurnished,4660005.0
430.0,4,3,17,7,20,1,tier1,apartment,unfurnished,2405835.0
586.0,5,5,11,14,26,2,metro,studio,unfurnished,4212585.0
4109.0,5,5,28,7,10,0,metro,studio,fully,23455719.0
3640.0,5,5,18,13,17,1,metro,independent_house,unfurnished,25000000.0
1466.0,3,4,38,4,11,3,tier3,apartment,unfurnished,3350229.0
2136.0,5,5,9,11,25,3,tier3,villa,fully,13060288.0
2382.0,3,3,18,15,26,1,tier2,studio,semi,7813280.0
1411.0,5,4,21,20,30,0,tier1,studio,semi,7136981.0
2132.0,2,3,37,7,12,2,tier1,apartment,semi,10294209.0
1825.0,3,4,23,9,22,1,tier1,apartment,unfurnished,9973343.0
3248.0,4,5,2,10,24,1,tier1,apartment,fully,23015569.0
3505.0,2,3,13,18,27,0,tier1,apartment,unfurnished,17431225.0
803.0,1,1,36,20,23,1,metro,independent_house,fully,8367124.0
2307.0,5,5,11,13,17,0,metro,apartment,unfurnished,18204193.0
4464.0,3,4,13,17,19,0,tier3,apartment,semi,13073847.0
3960.0,5,5,6,1,13,2,tier1,apartment,semi,25000000.0
3654.0,2,1,29,15,20,3,tier3,villa,unfurnished,14863375.0
3413.0,5,5,5,17,27,0,metro,apartment,unfurnished,25000000.0
417.0,4,4,15,15,19,0,tier2,apartment,fully,2021977.0
4393.0,4,5,29,12,26,0,metro,apartment,unfurnished,25000000.0
3414.0,4,5,36,18,29,2,tier1,studio,fully,13667829.0
4042.0,2,1,9,13,19,3,metro,apartment,unfurnished,25000000.0
4126.0,5,5,13,17,24,1,metro,villa,semi,25000000.0
1443.0,5,5,4,3,4,0,tier3,apartment,semi,4925360.0
456.0,4,3,17,13,15,0,tier1,apartment,semi,2720732.0
3102.0,5,5,40,9,23,2,tier2,apartment,semi,10154440.0
2281.0,5,4,12,18,30,1,tier1,apartment,semi,14019104.0
484.0,4,5,10,18,30,1,tier1,apartment,semi,3392737.0
1510.0,3,4,16,17,27,0,tier1,villa,semi,12741432.0
4463.0,5,5,36,4,8,3,metro,independent_house,semi,25000000.0
1889.0,1,1,22,10,12,1,tier3,apartment,semi,5621428.0
1470.0,3,3,24,0,11,2,tier2,apartment,unfurnished,5526175.0
3083.0,5,5,32,20,25,2,tier2,villa,unfurnished,19067654.0
3125.0,5,5,29,5,6,0,tier1,apartment,semi,15852062.0
1761.0,2,1,24,13,14,0,metro,apartment,fully,12289442.0
3881.0,1,2,22,10,18,3,tier3,apartment,unfurnished,9911436.0
2779.0,2,2,21,18,30,3,tier1,apartment,semi,16001338.0
1057.0,5,5,7,17,23,1,metro,villa,unfurnished,16644891.0
1732.0,3,4,16,16,30,0,tier1,studio,semi,7718003.0
3876.0,1,1,34,13,19,1,tier2,studio,semi,12125506.0
766.0,1,1,1,2,13,3,tier2,studio,semi,2588506.0
450.0,2,1,33,19,23,2,tier2,apartment,semi,1627981.0
3091.0,2,3,23,1,10,0,tier2,apartment,fully,11310865.0
2212.0,1,1,14,9,13,2,metro,apartment,unfurnished,18210060.0
1436.0,3,3,4,7,18,0,tier3,apartment,semi,4508758.0
2335.0,3,2,31,8,15,1,tier1,apartment,unfurnished,10503919.0
1152.0,1,2,0,20,21,1,tier2,apartment,fully,5376470.0
1933.0,2,3,22,4,8,1,metro,villa,fully,25000000.0
1359.0,4,4,6,12,17,2,tier3,apartment,unfurnished,4531211.0
2804.0,5,4,37,4,11,0,tier1,apartment,unfurnished,11805222.0
3161.0,5,5,7,19,23,3,metro,independent_house,semi,25000000.0
4150.0,3,4,32,15,24,2,tier1,apartment,fully,25000000.0
677.0,1,2,23,8,22,1,metro,independent_house,unfurnished,6127239.0
1740.0,5,5,1,1,11,3,metro,apartment,semi,19228771.0
1484.0,5,5,29,3,8,1,tier2,villa,unfurnished,9473569.0
2774.0,2,2,36,5,15,1,tier1,apartment,semi,11912272.0
2585.0,3,2,9,8,22,0,tier3,villa,semi,11131939.0
3997.0,1,1,39,18,22,3,tier1,apartment,unfurnished,17050328.0
4167.0,5,5,32,2,6,3,tier2,apartment,fully,19856767.0
3569.0,4,4,30,12,13,0,tier1,villa,unfurnished,25000000.0
1215.0,1,2,13,7,19,3,tier2,apartment,fully,5830698.0
567.0,4,4,4,0,12,3,tier2,apartment,unfurnished,2615002.0
4086.0,3,3,17,13,19,1,tier1,studio,semi,20178650.0
4265.0,3,3,33,14,27,3,tier3,apartment,unfurnished,9808648.0
1426.0,2,3,24,20,30,2,tier1,villa,semi,13382446.0
591.0,5,4,26,10,24,2,metro,villa,unfurnished,7940587.0
3190.0,3,3,32,6,19,0,tier2,apartment,semi,12659799.0
2813.0,5,5,13,17,30,0,tier2,villa,unfurnished,18723444.0
4044.0,1,1,1,5,11,2,metro,apartment,unfurnished,25000000.0
2758.0,3,2,36,14,23,1,tier1,independent_house,fully,21772326.0
3517.0,2,1,25,19,22,3,tier3,apartment,semi,10277348.0
3624.0,5,5,23,0,13,0,tier2,apartment,semi,13973040.0
440.0,3,2,23,19,24,3,tier3,apartment,semi,1118947.0
1008.0,4,4,34,4,11,2,tier1,studio,semi,4499884.0
3598.0,1,1,31,10,19,3,tier2,independent_house,fully,16095131.0
1135.0,4,3,27,5,17,3,tier1,studio,semi,4428712.0
1245.0,1,1,32,3,14,3,tier3,independent_house,fully,4133782.0
3483.0,2,3,11,14,28,1,tier1,independent_house,fully,25000000.0
1238.0,2,2,29,10,20,2,tier2,villa,semi,6636896.0
1012.0,1,1,39,10,22,0,tier1,studio,unfurnished,3078202.0
455.0,3,3,9,10,19,1,tier2,villa,semi,3314448.0
2324.0,2,3,23,15,21,1,tier2,apartment,fully,8994096.0
3010.0,3,4,27,20,30,1,tier1,villa,unfurnished,25000000.0
3399.0,4,5,21,10,16,2,tier3,villa,unfurnished,14792430.0
4112.0,1,1,39,3,12,0,tier1,apartment,unfurnished,17865098.0
3070.0,4,4,16,6,11,2,tier2,apartment,fully,12894857.0
3501.0,2,1,8,10,17,1,tier1,apartment,semi,19355931.0
1263.0,2,1,5,2,8,0,tier1,independent_house,unfurnished,10207562.0
1795.0,3,4,34,4,8,2,tier1,apartment,semi,10715814.0
1646.0,4,3,28,4,16,3,metro,independent_house,fully,17772235.0
666.0,4,5,23,20,30,2,metro,apartment,fully,5993784.0
4372.0,1,2,17,8,18,0,tier2,independent_house,unfurnished,18427671.0
1389.0,3,4,16,18,20,2,tier2,apartment,unfurnished,5225413.0
2239.0,2,2,38,11,15,2,tier2,studio,unfurnished,5238468.0
1863.0,2,3,27,10,14,2,metro,villa,semi,21402416.0
582.0,5,4,39,19,29,1,tier1,apartment,unfurnished,2468405.0
4103.0,1,2,32,14,27,0,metro,apartment,unfurnished,21880330.0
1300.0,3,3,31,5,11,0,tier2,apartment,fully,4122283.0
811.0,3,4,22,5,10,1,tier3,apartment,semi,2221663.0
1803.0,2,1,9,13,21,2,metro,independent_house,unfurnished,20893449.0
989.0,4,5,26,0,14,2,tier2,studio,unfurnished,2859912.0
4497.0,3,3,29,3,9,2,metro,independent_house,unfurnished,25000000.0
1174.0,4,3,21,1,5,1,tier1,villa,unfurnished,11236074.0
1641.0,2,2,0,14,22,1,metro,apartment,semi,16062094.0
1511.0,5,4,39,9,22,0,tier1,independent_house,unfurnished,9384564.0
508.0,4,3,33,0,11,3,tier2,independent_house,unfurnished,2382146.0
452.0,2,2,14,15,23,1,tier3,apartment,fully,1251272.0
2502.0,5,5,20,13,24,2,metro,studio,fully,18053456.0
1354.0,5,4,5,15,16,1,tier1,apartment,unfurnished,10105114.0
742.0,3,2,38,3,14,1,tier2,independent_house,semi,3653878.0
1594.0,1,1,9,18,20,0,tier3,studio,unfurnished,2904942.0
1523.0,3,3,15,3,9,3,tier2,independent_house,fully,10215799.0
2138.0,4,3,17,11,16,0,tier1,apartment,fully,12514412.0
4468.0,2,2,10,11,21,3,tier2,villa,semi,25000000.0
1658.0,1,1,26,4,8,0,tier1,apartment,semi,7668114.0
3289.0,3,4,40,7,11,0,tier3,independent_house,unfurnished,9172094.0
3550.0,5,4,35,1,14,3,tier1,apartment,unfurnished,23041761.0
607.0,2,2,21,9,16,3,tier2,independent_house,semi,3189641.0
2455.0,3,2,5,14,25,3,metro,studio,unfurnished,20530701.0
2239.0,1,2,35,6,15,3,tier1,apartment,semi,11423084.0
2481.0,4,5,10,11,20,1,tier3,apartment,semi,7116656.0
1103.0,5,5,37,20,30,0,tier2,villa,unfurnished,5382522.0
2306.0,4,4,16,4,14,2,tier1,apartment,semi,17685193.0
904.0,3,4,21,6,19,2,tier3,apartment,fully,2743552.0
4277.0,1,1,17,2,13,2,tier3,apartment,semi,10796603.0
2806.0,3,2,18,11,16,0,tier1,apartment,semi,15917282.0
541.0,5,4,6,4,7,0,tier1,villa,fully,6551499.0
2473.0,1,2,22,17,29,2,tier1,villa,unfurnished,20003235.0
4197.0,2,1,16,6,12,3,tier2,apartment,semi,18436392.0
3445.0,5,4,34,13,18,3,tier1,villa,semi,25000000.0
1519.0,3,2,19,3,5,2,metro,apartment,unfurnished,10728214.0
4058.0,1,2,39,6,14,1,tier3,apartment,fully,9296254.0
1160.0,1,2,12,3,11,1,tier3,independent_house,semi,4185189.0
1411.0,3,4,13,11,23,2,tier2,apartment,unfurnished,5555929.0
1035.0,3,2,1,0,11,2,tier3,villa,unfurnished,5336246.0
4184.0,5,5,30,1,12,0,tier2,studio,fully,11205741.0
3339.0,5,5,3,10,18,1,tier2,villa,fully,23165774.0
2523.0,3,3,11,11,24,2,tier2,villa,unfurnished,17154567.0
3138.0,3,2,37,6,20,3,tier1,apartment,semi,16042022.0
1461.0,5,5,25,9,21,3,tier1,apartment,unfurnished,7592673.0
689.0,4,3,22,8,13,3,metro,apartment,semi,5160192.0
3867.0,2,1,32,15,19,0,tier2,independent_house,semi,20164885.0
4353.0,4,3,31,9,10,1,tier1,independent_house,unfurnished,25000000.0
545.0,4,5,36,17,30,2,tier1,apartment,semi,2874345.0
611.0,2,3,27,4,15,3,tier2,apartment,fully,2939437.0
2693.0,5,5,18,4,18,1,tier1,apartment,unfurnished,17165416.0
576.0,2,2,5,8,20,3,metro,villa,unfurnished,9168069.0
3358.0,3,3,15,1,8,2,tier2,villa,fully,22539030.0
4275.0,3,3,28,14,17,2,tier3,independent_house,unfurnished,12335469.0
1547.0,4,3,10,8,9,2,metro,studio,semi,11470332.0
1606.0,5,5,27,7,19,3,metro,apartment,semi,14170417.0
3940.0,2,3,5,11,16,2,tier1,independent_house,unfurnished,25000000.0
1860.0,2,1,2,1,7,2,tier2,villa,unfurnished,11239258.0
1385.0,4,3,14,7,19,1,tier2,apartment,unfurnished,5984559.0
745.0,5,4,9,20,27,1,metro,studio,unfurnished,5333157.0
3843.0,5,5,35,13,27,2,tier2,apartment,semi,15753290.0
4196.0,4,3,15,12,20,3,metro,independent_house,fully,25000000.0
722.0,4,3,17,10,22,2,tier1,independent_house,unfurnished,6006150.0
3692.0,4,4,16,9,11,3,tier3,studio,semi,7949264.0
1055.0,5,4,13,19,25,2,metro,villa,semi,15646389.0
969.0,1,1,37,19,22,1,metro,apartment,unfurnished,5164785.0
1962.0,3,2,30,8,9,2,tier1,independent_house,semi,13501881.0
2190.0,1,2,6,19,30,2,tier2,independent_house,unfurnished,11732549.0
3901.0,3,3,8,1,9,3,tier3,villa,semi,19021287.0
3268.0,2,1,3,6,11,1,tier3,independent_house,unfurnished,11564587.0
992.0,2,2,10,6,12,0,metro,apartment,semi,7355168.0
2794.0,5,4,26,14,18,0,metro,villa,fully,25000000.0
3989.0,4,4,38,12,14,0,tier2,independent_house,unfurnished,16091920.0
3114.0,3,3,19,9,22,2,tier1,apartment,fully,20608410.0
1341.0,5,5,3,5,7,3,tier3,villa,unfurnished,6049826.0
928.0,1,1,1,10,16,2,tier2,studio,unfurnished,3253356.0
2255.0,4,5,16,5,8,0,metro,independent_house,unfurnished,24062792.0
2335.0,1,1,10,10,24,1,tier2,independent_house,fully,13285154.0
1846.0,2,1,23,7,10,3,metro,apartment,semi,14253781.0
847.0,1,1,4,18,24,0,tier1,studio,fully,4380728.0
884.0,3,2,9,15,26,2,tier2,apartment,semi,3097365.0
2568.0,4,4,22,3,11,1,tier1,villa,semi,22726412.0
4271.0,4,4,11,19,25,3,tier2,villa,fully,25000000.0
2851.0,3,4,14,13,21,2,tier2,independent_house,fully,17803110.0
2196.0,5,5,9,7,14,2,tier3,studio,fully,6898621.0
4218.0,2,3,2,11,16,2,tier3,independent_house,semi,17326029.0
3230.0,1,1,14,4,13,3,tier1,villa,fully,25000000.0
3343.0,1,1,13,0,6,2,metro,apartment,unfurnished,25000000.0
2758.0,1,1,36,8,22,2,tier2,villa,fully,16181518.0
3527.0,3,4,36,16,23,3,tier3,villa,fully,13717758.0
2457.0,3,4,17,7,18,2,tier1,apartment,semi,13600926.0
2950.0,5,4,11,8,12,2,tier1,villa,unfurnished,25000000.0
2927.0,1,1,17,20,30,1,tier1,independent_house,unfurnished,23047686.0
3485.0,2,1,24,20,28,1,metro,independent_house,fully,25000000.0
4083.0,5,5,15,9,20,0,tier2,independent_house,fully,25000000.0
1606.0,1,1,31,0,7,2,tier1,apartment,semi,9478819.0
3267.0,3,2,39,14,25,1,tier2,villa,fully,19627408.0
529.0,1,1,16,15,16,3,tier2,apartment,semi,1985722.0
2583.0,3,3,4,19,29,3,tier2,apartment,fully,13589532.0
4084.0,5,5,4,19,30,3,tier1,villa,unfurnished,25000000.0
3045.0,2,2,35,13,20,1,tier1,apartment,unfurnished,13311988.0
1497.0,2,1,17,2,3,2,tier2,apartment,semi,6908374.0
2886.0,3,4,13,5,13,3,tier2,independent_house,unfurnished,16343412.0
1866.0,4,5,25,15,26,2,tier1,apartment,semi,11335634.0
2175.0,5,4,39,12,19,2,tier3,apartment,fully,5468562.0
1335.0,1,1,17,9,11,1,metro,apartment,unfurnished,9649289.0
2961.0,3,3,12,8,14,1,tier3,villa,semi,13948442.0
1213.0,4,4,35,14,28,2,metro,apartment,unfurnished,7215312.0
2218.0,1,1,3,8,12,3,metro,villa,fully,25000000.0
4250.0,5,4,34,3,11,0,tier1,villa,unfurnished,25000000.0
3506.0,2,3,21,20,25,0,metro,apartment,semi,25000000.0
2098.0,3,3,0,7,17,0,metro,studio,semi,13743135.0
4372.0,5,4,9,5,11,2,metro,apartment,unfurnished,25000000.0
457.0,4,4,27,1,7,1,tier1,villa,unfurnished,4126826.0
4335.0,5,4,30,9,18,1,tier2,apartment,unfurnished,16404239.0
1843.0,4,3,8,20,29,3,metro,villa,unfurnished,24181780.0
3765.0,2,3,26,3,10,0,tier2,apartment,unfurnished,12319211.0
4284.0,4,3,40,5,9,0,tier2,independent_house,unfurnished,15693373.0
2867.0,4,3,28,3,5,0,metro,apartment,semi,21239547.0
2903.0,2,3,28,1,11,1,metro,villa,unfurnished,25000000.0
3472.0,1,1,7,12,17,2,tier3,apartment,unfurnished,10024467.0
1382.0,4,4,26,6,15,0,tier2,apartment,unfurnished,5080523.0
1129.0,3,4,29,15,21,0,tier1,apartment,semi,6429096.0
1809.0,4,5,4,8,20,0,tier2,villa,semi,13814653.0
2363.0,1,2,12,13,23,3,metro,villa,semi,25000000.0
3445.0,3,3,36,1,7,0,tier1,studio,semi,13258835.0
1454.0,5,5,40,6,11,2,tier2,independent_house,semi,7582537.0
2715.0,5,4,7,8,19,2,tier1,studio,unfurnished,13046036.0
414.0,5,4,30,1,2,0,tier2,apartment,unfurnished,1499887.0
526.0,2,1,20,8,9,2,tier1,independent_house,semi,4010488.0
4363.0,1,1,24,9,11,1,tier2,villa,unfurnished,19552520.0
3886.0,3,4,20,8,13,2,tier1,villa,fully,25000000.0
3941.0,3,4,35,10,17,0,tier1,studio,semi,12851539.0
1747.0,2,3,18,16,21,2,metro,independent_house,semi,19752966.0
2506.0,1,1,24,16,19,3,metro,independent_house,semi,22636967.0
3166.0,1,2,27,0,5,0,tier2,independent_house,fully,14276813.0
1442.0,2,3,22,13,20,2,metro,apartment,semi,10935422.0
3452.0,4,4,36,18,23,2,metro,independent_house,semi,25000000.0
3241.0,1,1,9,18,27,0,metro,villa,fully,25000000.0
2069.0,1,1,38,6,12,2,metro,studio,semi,9062817.0
2182.0,2,3,27,16,30,2,tier2,independent_house,semi,11329940.0
1660.0,5,4,39,16,30,1,tier1,apartment,unfurnished,7725084.0
3693.0,5,5,15,7,17,1,tier3,apartment,unfurnished,10977778.0
4446.0,3,4,19,18,26,2,metro,apartment,fully,25000000.0
4498.0,1,1,1,13,14,2,tier2,villa,unfurnished,25000000.0
3562.0,1,1,37,15,24,3,tier1,apartment,unfurnished,18959132.0
1831.0,5,5,33,15,21,0,tier1,independent_house,unfurnished,11925593.0
3602.0,3,2,12,16,21,3,tier3,villa,fully,19081605.0
1402.0,1,1,2,20,30,0,tier3,independent_house,semi,4662430.0
4075.0,5,5,28,18,19,2,tier3,apartment,semi,10404129.0
1496.0,3,3,27,8,12,1,metro,villa,fully,19903448.0
2051.0,2,3,21,11,22,0,metro,apartment,unfurnished,13836267.0
782.0,3,4,6,13,26,2,tier2,independent_house,fully,5550482.0
733.0,2,2,37,17,25,2,tier1,apartment,semi,3674018.0
2015.0,5,5,17,8,16,2,tier2,apartment,semi,8248975.0
2655.0,4,3,29,6,20,1,tier2,apartment,fully,11679565.0
471.0,1,1,35,15,17,1,tier2,independent_house,fully,1958269.0
3869.0,4,5,22,20,27,2,tier2,apartment,unfurnished,14189194.0
